1,1,0,31,16
2,1,1,34,14
3,1,1,41,16
4,0,0,67,9
5,1,0,25,12
6,0,1,58,12
7,1,0,45,14
8,1,0,55,10
9,0,0,43,12
10,1,0,55,8
11,1,0,25,11
12,1,0,41,14
13,0,1,62,12
14,1,1,51,13
15,0,1,39,9
16,1,0,35,10
17,1,1,40,14
18,0,1,43,10
19,0,1,37,12
20,1,0,27,13
21,1,0,28,14
22,1,1,48,12
23,0,1,66,7
24,0,1,44,11
25,0,1,21,12
26,1,1,40,10
27,1,0,41,15
28,0,1,23,10
29,0,1,35,11
30,1,1,44,12
